Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate,Year,Month,Day,Hospitalization_rate
Colorado,US,2021-01-03T05:30:33Z,39.0598,-105.3111,364645,5451,18217,316043,8,5889.695238677376,4474747,NA,1.4482327550623282,84000008,USA,77703.631491355045,NA,2021-01-02,NA,NA,2021,1,2,NA
Connecticut,US,2021-01-03T05:30:33Z,41.5978,-72.7554,190120,6099,9800,174221,9,5332.530031944132,4383361,NA,3.20797391121397,84000009,USA,122945.5300512974,NA,2021-01-02,NA,NA,2021,1,2,NA
Delaware,US,2021-01-03T05:30:33Z,39.3185,-75.5071,58873,1072,18851,38950,10,6045.920777518988,1031875,NA,1.8208686494657995,84000010,USA,1.0596766773057948e-5,NA,2021-01-02,NA,NA,2021,1,2,NA
Diamond Princess,US,2021-01-03T05:30:33Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,2021-01-02,NA,NA,2021,1,2,NA
District of Columbia,US,2021-01-03T05:30:33Z,38.8974,-77.0268,29509,792,21002,7715,11,4181.231570997621,911378,NA,2.683926937544478,84000011,USA,129136.27932876984,NA,2021-01-02,NA,NA,2021,1,2,NA
Florida,US,2021-01-03T05:30:33Z,27.7663,-81.6868,1354833,21890,NA,NA,12,6308.080781508778,17451529,NA,1.615697285200464,84000012,USA,81254.03993912393,NA,2021-01-02,NA,NA,2021,1,2,NA
Georgia,US,2021-01-03T05:30:33Z,33.0406,-83.6431,685122,10960,NA,NA,13,6452.808746529172,5436988,NA,1.5997150872399368,84000013,USA,51208.16981672483,NA,2021-01-02,NA,NA,2021,1,2,NA
Grand Princess,US,2021-01-03T05:30:33Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA,2021-01-02,NA,NA,2021,1,2,NA
Guam,US,2021-01-03T05:30:33Z,13.4443,144.7937,7326,122,7047,157,66,4460.844308861407,96201,NA,1.6653016653016652,316,GUM,58577.35235555231,NA,2021-01-02,NA,NA,2021,1,2,NA
Hawaii,US,2021-01-03T05:30:33Z,21.0943,-157.4983,22448,289,11958,10201,15,1585.4540523437147,822805,NA,1.2874198146828226,84000015,USA,58112.95088821589,NA,2021-01-02,NA,NA,2021,1,2,NA
Idaho,US,2021-01-03T05:30:33Z,44.2405,-114.4788,142199,1448,58649,82102,16,7957.125230475668,545485,NA,1.018291267871082,84000016,USA,30524.071592247623,NA,2021-01-02,NA,NA,2021,1,2,NA
Illinois,US,2021-01-03T05:30:33Z,40.3495,-88.9861,975352,18217,NA,NA,17,7697.015290856776,13436652,NA,1.8677359558395328,84000017,USA,106035.68342703072,NA,2021-01-02,NA,NA,2021,1,2,NA
Indiana,US,2021-01-03T05:30:33Z,39.8494,-86.2583,523090,9562,347401,166127,18,7769.949254473154,5769273,NA,1.8279837121719016,84000018,USA,8.569645461622683e-6,NA,2021-01-02,NA,NA,2021,1,2,NA
Iowa,US,2021-01-03T05:30:33Z,42.0115,-93.2105,283895,3946,243214,36735,19,8998.057095405173,1175920,NA,1.3899505098716074,84000019,USA,37270.80540209884,NA,2021-01-02,NA,NA,2021,1,2,NA
Kansas,US,2021-01-03T05:30:33Z,38.5266,-96.7265,230119,2893,4612,222614,20,7898.873928453988,1012506,NA,1.2571756352148236,84000020,USA,34754.441162195355,NA,2021-01-02,NA,NA,2021,1,2,NA
Kentucky,US,2021-01-03T05:30:33Z,37.6681,-84.6701,273970,2698,37273,233999,21,6132.275123985126,3210804,NA,0.9847793554038764,84000021,USA,71867.48000581062,NA,2021-01-02,NA,NA,2021,1,2,NA
Louisiana,US,2021-01-03T05:30:33Z,31.1695,-91.8678,315275,7488,263712,44075,22,6781.866436757577,4214182,NA,2.375069383871224,84000022,USA,90651.08068888405,NA,2021-01-02,NA,NA,2021,1,2,NA
Maine,US,2021-01-03T05:30:33Z,44.6939,-69.3819,25245,358,11438,13449,23,1878.051973944586,1112457,NA,1.4181025945731829,84000023,USA,82759.04396032769,NA,2021-01-02,NA,NA,2021,1,2,NA
Maryland,US,2021-01-03T05:30:33Z,39.0639,-76.8021,283171,5967,9374,267830,24,4683.856902780167,5807666,NA,2.107207305832872,84000024,USA,9.606307313652062e-6,NA,2021-01-02,NA,NA,2021,1,2,NA
Massachusetts,US,2021-01-03T05:30:33Z,42.2302,-71.5301,384181,10589,261672,110007,25,5573.896739689486,11412463,NA,3.254195288158446,84000025,USA,1.6557791850072462e-5,NA,2021-01-02,NA,NA,2021,1,2,NA
Michigan,US,2021-01-03T05:30:33Z,43.3266,-84.5361,538121,13306,363611,161204,26,5388.291831954738,8202753,NA,2.4726780779787445,84000026,USA,8.213548066223438e-6,NA,2021-01-02,NA,NA,2021,1,2,NA
Minnesota,US,2021-01-03T05:30:33Z,45.6945,-93.9002,417832,5436,398199,14197,27,7408.852208796602,5387936,NA,1.3010013593980356,84000027,USA,95537.01376260012,NA,2021-01-02,NA,NA,2021,1,2,NA
Mississippi,US,2021-01-03T05:30:33Z,32.7416,-89.6787,220277,4840,167263,48174,28,7401.410346054583,1347935,NA,2.197233483296032,84000028,USA,45291.24717882068,NA,2021-01-02,NA,NA,2021,1,2,NA
Missouri,US,2021-01-03T05:30:33Z,38.4561,-92.2884,448387,5751,NA,NA,29,7305.780206301401,3679665,NA,1.2825973991217408,84000029,USA,59954.51188999693,NA,2021-01-02,NA,NA,2021,1,2,NA
Montana,US,2021-01-03T05:30:33Z,46.9219,-110.4544,81944,971,75974,4999,30,7667.073985430089,792779,NA,1.1849555794200917,84000030,USA,74176.20871687104,NA,2021-01-02,NA,NA,2021,1,2,NA
Nebraska,US,2021-01-03T05:30:33Z,41.1254,-98.2681,168262,1669,109705,56888,31,8698.371801605452,1766104,NA,0.9919054807383724,84000031,USA,91299.456991493,NA,2021-01-02,NA,NA,2021,1,2,NA
Nevada,US,2021-01-03T05:30:33Z,38.3135,-117.0554,228871,3148,NA,NA,32,7430.500273362778,2111559,NA,1.3754473043767013,84000032,USA,68553.6381923513,NA,2021-01-02,NA,NA,2021,1,2,NA
New Hampshire,US,2021-01-03T05:30:33Z,43.4525,-71.5639,46614,769,37947,7898,33,3428.228498555943,1040626,NA,1.649718968550221,84000033,USA,76532.88088424673,NA,2021-01-02,NA,NA,2021,1,2,NA
New Jersey,US,2021-01-03T05:30:33Z,40.2989,-74.521,541202,19187,56575,465440,34,6093.114423357302,7798225,NA,3.5452566694136385,84000034,USA,87796.19665870692,NA,2021-01-02,NA,NA,2021,1,2,NA
New Mexico,US,2021-01-03T05:30:33Z,34.8405,-106.2485,145379,2534,67573,75272,35,6933.27877475941,1995329,NA,1.7430302863549756,84000035,USA,95159.35729618392,NA,2021-01-02,NA,NA,2021,1,2,NA
New York,US,2021-01-03T05:30:33Z,42.1657,-74.9481,1011665,38093,103828,869744,36,5200.410351606063,25706759,NA,3.7653768787098496,84000036,USA,132144.2331303765,NA,2021-01-02,NA,NA,2021,1,2,NA
North Carolina,US,2021-01-03T05:30:33Z,35.6301,-79.8064,558437,6892,403488,148057,37,5324.490154731789,7079787,NA,1.2341589113901836,84000037,USA,6.750314928827801e-6,NA,2021-01-02,NA,NA,2021,1,2,NA
North Dakota,US,2021-01-03T05:30:33Z,47.5289,-99.784,92382,1317,89582,1992,38,12189.428156764148,1290077,NA,1.4177907439902682,84000038,USA,169287.66950720546,NA,2021-01-02,NA,NA,2021,1,2,NA
Northern Mariana Islands,US,2021-01-03T05:30:33Z,15.0979,145.6739,122,2,29,91,69,221.23893805309731,17551,NA,1.639344262295082,580,MNP,31827.57870303206,NA,2021-01-02,NA,NA,2021,1,2,NA
Ohio,US,2021-01-03T05:30:33Z,40.3888,-82.7649,714673,13919,573641,127113,39,6114.012199399441,8793702,NA,1.9476040091062623,84000039,USA,7.522993215901995e-6,NA,2021-01-02,NA,NA,2021,1,2,NA
Oklahoma,US,2021-01-03T05:30:33Z,35.5653,-96.9289,296343,2527,259841,33975,40,7489.137524636901,2690373,NA,0.8527280887350132,84000040,USA,67990.71815284975,NA,2021-01-02,NA,NA,2021,1,2,NA
Oregon,US,2021-01-03T05:30:33Z,44.572,-122.0709,116348,1492,5870,108986,41,2758.540895271564,2652670,NA,1.282359817100423,84000041,USA,62893.20552703974,NA,2021-01-02,NA,NA,2021,1,2,NA
Pennsylvania,US,2021-01-03T05:30:33Z,40.5908,-77.2098,664966,16273,453531,195162,42,5194.239738840582,7675010,NA,2.4471927888042395,84000042,USA,30829.584371616005,NA,2021-01-02,NA,NA,2021,1,2,NA
Puerto Rico,US,2021-01-03T05:30:33Z,18.2208,-66.5901,77932,1526,68340,8066,72,2440.1836869781514,1386825,NA,1.9581173330595905,630,PRI,43423.85338106907,NA,2021-01-02,NA,NA,2021,1,2,NA
Rhode Island,US,2021-01-03T05:30:33Z,41.6809,-71.5118,87949,1957,5381,80611,44,8302.080216281325,1974498,NA,2.225153213794358,84000044,USA,186385.75518638128,NA,2021-01-02,NA,NA,2021,1,2,NA
South Carolina,US,2021-01-03T05:30:33Z,33.8569,-80.945,312718,5385,152535,154798,45,6073.710833423647,3204255,NA,1.7219987336833824,84000045,USA,62234.08408390911,NA,2021-01-02,NA,NA,2021,1,2,NA
South Dakota,US,2021-01-03T05:30:33Z,44.2998,-99.4388,99829,1501,92595,5733,46,11284.461018313272,599967,NA,1.5035711065922728,84000046,USA,6.78190127495453e-6,NA,2021-01-02,NA,NA,2021,1,2,NA
Tennessee,US,2021-01-03T05:30:33Z,35.7478,-86.6923,599358,6970,523089,69462,47,8778.821567586358,5718900,NA,1.1625948048525403,84000047,USA,83742.1919546932,NA,2021-01-02,NA,NA,2021,1,2,NA
Texas,US,2021-01-03T05:30:33Z,31.0545,-97.5635,1824556,28456,1443061,353053,48,6292.466160969553,14005637,NA,1.5588450011948112,84000048,USA,48302.16057239303,NA,2021-01-02,NA,NA,2021,1,2,NA
Utah,US,2021-01-03T05:30:33Z,40.15,-111.8624,281654,1294,230287,50073,49,8785.330313123253,2268187,NA,0.4594289447336093,84000049,USA,70749.11773641451,NA,2021-01-02,NA,NA,2021,1,2,NA
Vermont,US,2021-01-03T05:30:33Z,44.0459,-72.7107,7689,139,5188,2362,50,1232.2332605222207,708246,NA,1.807777344258031,84000050,USA,113502.96239196524,NA,2021-01-02,NA,NA,2021,1,2,NA
Virgin Islands,US,2021-01-03T05:30:33Z,18.3358,-64.8963,2041,23,1901,117,78,1902.7109669239665,36212,NA,1.1268985791278785,850,VIR,33758.4368124697,NA,2021-01-02,NA,NA,2021,1,2,NA
Virginia,US,2021-01-03T05:30:33Z,37.7693,-78.17,358755,5117,31182,322456,51,4203.083608624151,4337939,NA,1.426321584368162,84000051,USA,50822.205421837854,NA,2021-01-02,NA,NA,2021,1,2,NA
Washington,US,2021-01-03T05:30:33Z,47.4009,-121.4905,246752,3461,NA,NA,53,3240.3869627583736,3836820,NA,1.402622876410323,84000053,USA,50385.73752776303,NA,2021-01-02,NA,NA,2021,1,2,NA
West Virginia,US,2021-01-03T05:30:33Z,38.4912,-80.9545,89327,1373,61120,26834,54,4984.356751985189,1552160,NA,1.5370492684182837,84000054,USA,86608.96678676472,NA,2021-01-02,NA,NA,2021,1,2,NA
Wisconsin,US,2021-01-03T05:30:33Z,44.2685,-89.6165,523652,5256,452502,65894,55,8993.695763661726,5402674,NA,1.0037200278047254,84000055,USA,9.279064391283782e-6,NA,2021-01-02,NA,NA,2021,1,2,NA
Wyoming,US,2021-01-03T05:30:33Z,42.756,-107.3025,44573,438,43037,1098,56,7701.478508325573,501784,NA,0.9826576627106096,84000056,USA,86699.99084247503,NA,2021-01-02,NA,NA,2021,1,2,NA
Alabama,US,2022-01-03T02:33:49Z,32.3182,-86.9023,909541,16455,NA,NA,1,18550.00372207045,NA,NA,1.8091542877121536,84000001,USA,NA,NA,2022-01-02,NA,NA,2022,1,2,NA
Alaska,US,2022-01-03T02:33:49Z,61.3707,-152.4044,157169,978,NA,NA,2,21484.52931808706,3685702,NA,0.6222601149081561,84000002,USA,503824.3717064569,NA,2022-01-02,NA,NA,2022,1,2,NA
American Samoa,US,2022-01-03T02:33:49Z,-14.271,-170.132,10,0,NA,NA,60,17.97235851260761,2140,NA,0,16,ASM,3846.084721698028,NA,2022-01-02,NA,NA,2022,1,2,NA
Arizona,US,2022-01-03T02:33:49Z,33.7298,-111.4312,1390409,24355,NA,NA,4,19102.3912593387,15679982,NA,1.7516428619204854,84000004,USA,215422.33335902463,NA,2022-01-02,NA,NA,2022,1,2,NA
Arkansas,US,2022-01-03T02:33:49Z,34.9697,-92.3731,572822,9196,NA,NA,5,18981.41827633604,4441472,NA,1.6053852680239236,84000005,USA,147175.62837082858,NA,2022-01-02,NA,NA,2022,1,2,NA
California,US,2022-01-03T02:33:49Z,36.1162,-119.6816,5567145,76485,NA,NA,6,14092.899809762665,120326595,NA,1.374232322357984,84000006,USA,304530.0564334232,NA,2022-01-02,NA,NA,2022,1,2,NA
Colorado,US,2022-01-03T02:33:49Z,39.0598,-105.3111,1015092,10840,NA,NA,8,16136.787656180106,14205459,NA,1.1052702375507788,84000008,USA,246676.6839111916,NA,2022-01-02,NA,NA,2022,1,2,NA
Connecticut,US,2022-01-03T02:33:49Z,41.5978,-72.7554,510188,9160,NA,NA,9,14309.871827990286,11944654,NA,1.795416591530965,84000009,USA,335026.4368618852,NA,2022-01-02,NA,NA,2022,1,2,NA
Delaware,US,2022-01-03T02:33:49Z,39.3185,-75.5071,186996,2286,NA,NA,10,19203.42095209928,2796157,NA,1.2224860424821922,84000010,USA,2.871493503559384e-5,NA,2022-01-02,NA,NA,2022,1,2,NA
Diamond Princess,US,2022-01-03T02:33:49Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,2022-01-02,NA,NA,2022,1,2,NA
District of Columbia,US,2022-01-03T02:33:49Z,38.8974,-77.0268,94286,1211,NA,NA,11,13359.707204686085,2665457,NA,1.2843900473028869,84000011,USA,377677.7579564406,NA,2022-01-02,NA,NA,2022,1,2,NA
Florida,US,2022-01-03T02:33:49Z,27.7663,-81.6868,4209927,62504,NA,NA,12,19601.352786841555,46780379,NA,1.484681325828215,84000012,USA,217808.6965121139,NA,2022-01-02,NA,NA,2022,1,2,NA
Georgia,US,2022-01-03T02:33:49Z,33.0406,-83.6431,1839879,31443,NA,NA,13,17328.86595928221,14077689,NA,1.708971079076396,84000013,USA,132590.45062064493,NA,2022-01-02,NA,NA,2022,1,2,NA
Grand Princess,US,2022-01-03T02:33:49Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA,2022-01-02,NA,NA,2022,1,2,NA
Guam,US,2022-01-03T02:33:49Z,13.4443,144.7937,19618,270,NA,NA,66,11945.515103909784,275347,NA,1.3762870832908554,316,GUM,167660.40102539747,NA,2022-01-02,NA,NA,2022,1,2,NA
Hawaii,US,2022-01-03T02:33:49Z,21.0943,-157.4983,118820,1094,NA,NA,15,8392.00153686209,3040630,NA,0.9207204174381416,84000015,USA,214753.16977805903,NA,2022-01-02,NA,NA,2022,1,2,NA
Idaho,US,2022-01-03T02:33:49Z,44.2405,-114.4788,319382,4162,NA,NA,16,17871.873714722184,1088283,NA,1.303141692393435,84000016,USA,60897.78491548992,NA,2022-01-02,NA,NA,2022,1,2,NA
Illinois,US,2022-01-03T02:33:49Z,40.3495,-88.9861,2149574,31017,NA,NA,17,16963.213100942634,44469630,NA,1.4074586843373584,84000017,USA,350933.2241987951,NA,2022-01-02,NA,NA,2022,1,2,NA
Indiana,US,2022-01-03T02:33:49Z,39.8494,-86.2583,1246854,19037,NA,NA,18,18520.6987473224,16649638,NA,1.5268026569269535,84000018,USA,2.4731278052600487e-5,NA,2022-01-02,NA,NA,2022,1,2,NA
Iowa,US,2022-01-03T02:33:49Z,42.0115,-93.2105,575501,7858,NA,NA,19,18240.514473529907,1828357,NA,1.365419000140747,84000019,USA,57949.80776971668,NA,2022-01-02,NA,NA,2022,1,2,NA
Kansas,US,2022-01-03T02:33:49Z,38.5266,-96.7265,520388,7006,NA,NA,20,17862.406867230926,2011163,NA,1.3463031430394243,84000020,USA,69033.51303704304,NA,2022-01-02,NA,NA,2022,1,2,NA
Kentucky,US,2022-01-03T02:33:49Z,37.6681,-84.6701,856145,12118,NA,NA,21,19163.107953514056,8234520,NA,1.4154144449830344,84000021,USA,184313.3998392452,NA,2022-01-02,NA,NA,2022,1,2,NA
Louisiana,US,2022-01-03T02:33:49Z,31.1695,-91.8678,828695,14986,NA,NA,22,17826.021114293297,10841771,NA,1.808385473545756,84000022,USA,233216.8515103057,NA,2022-01-02,NA,NA,2022,1,2,NA
Maine,US,2022-01-03T02:33:49Z,44.6939,-69.3819,146736,1531,NA,NA,23,10916.135252475056,3426009,NA,1.0433704067168248,84000023,USA,254871.1810339441,NA,2022-01-02,NA,NA,2022,1,2,NA
Maryland,US,2022-01-03T02:33:49Z,39.0639,-76.8021,747005,11870,NA,NA,24,12356.012888541902,16367157,NA,1.5890121217394797,84000024,USA,2.707248316153022e-5,NA,2022-01-02,NA,NA,2022,1,2,NA
Massachusetts,US,2022-01-03T02:33:49Z,42.2302,-71.5301,1140614,16706,NA,NA,25,16548.618114493383,36269164,NA,1.777376044831994,84000025,USA,5.262117985295037e-5,NA,2022-01-02,NA,NA,2022,1,2,NA
Michigan,US,2022-01-03T02:33:49Z,43.3266,-84.5361,1710325,29020,NA,NA,26,17125.75838424441,20075658,NA,1.6967535409936707,84000026,USA,2.0102078161327435e-5,NA,2022-01-02,NA,NA,2022,1,2,NA
Minnesota,US,2022-01-03T02:33:49Z,45.6945,-93.9002,1022212,10656,NA,NA,27,18125.50889845295,13907415,NA,1.0424452070607662,84000027,USA,246601.4626486267,NA,2022-01-02,NA,NA,2022,1,2,NA
Mississippi,US,2022-01-03T02:33:49Z,32.7416,-89.6787,543737,10450,NA,NA,28,18269.81780818097,2798800,NA,1.9218850289754053,84000028,USA,94040.99055524438,NA,2022-01-02,NA,NA,2022,1,2,NA
Missouri,US,2022-01-03T02:33:49Z,38.4561,-92.2884,1019379,16233,NA,NA,29,16609.2213220261,8404783,NA,1.5924401032393252,84000029,USA,136943.08104306884,NA,2022-01-02,NA,NA,2022,1,2,NA
Montana,US,2022-01-03T02:33:49Z,46.9219,-110.4544,197724,2906,NA,NA,30,18500.00654953601,2315881,NA,1.4697254759159233,84000030,USA,216684.94299096725,NA,2022-01-02,NA,NA,2022,1,2,NA
Nebraska,US,2022-01-03T02:33:49Z,41.1254,-98.2681,338257,3338,NA,NA,31,17486.33173560076,4461389,NA,0.9868236281880346,84000031,USA,230633.29969685816,NA,2022-01-02,NA,NA,2022,1,2,NA
Nevada,US,2022-01-03T02:33:49Z,38.3135,-117.0554,484641,8419,NA,NA,32,15734.300470495651,5065309,NA,1.7371621468262075,84000032,USA,164449.75514227198,NA,2022-01-02,NA,NA,2022,1,2,NA
New Hampshire,US,2022-01-03T02:33:49Z,43.4525,-71.5639,198667,1961,NA,NA,33,14610.97247871055,3155030,NA,0.987078880740133,84000033,USA,232036.8078216621,NA,2022-01-02,NA,NA,2022,1,2,NA
New Jersey,US,2022-01-03T02:33:49Z,40.2989,-74.521,1623096,29056,NA,NA,34,18273.6014428874,16754966,NA,1.79015905405472,84000034,USA,188635.52794975112,NA,2022-01-02,NA,NA,2022,1,2,NA
New Mexico,US,2022-01-03T02:33:49Z,34.8405,-106.2485,350043,5855,NA,NA,35,16693.92210809751,5679946,NA,1.6726516456549625,84000035,USA,270882.65185191546,NA,2022-01-02,NA,NA,2022,1,2,NA
New York,US,2022-01-03T02:33:49Z,42.1657,-74.9481,3552059,59682,NA,NA,36,18259.17116151639,88486794,NA,1.6802085776165316,84000036,USA,454861.6780238847,NA,2022-01-02,NA,NA,2022,1,2,NA
North Carolina,US,2022-01-03T02:33:49Z,35.6301,-79.8064,1686667,19426,NA,NA,37,16081.745722097572,21716197,NA,1.1517389028183986,84000037,USA,2.0705590267965053e-5,NA,2022-01-02,NA,NA,2022,1,2,NA
North Dakota,US,2022-01-03T02:33:49Z,47.5289,-99.784,174822,2057,NA,NA,38,22930.15528920219,2050941,NA,1.1771640475672709,84000038,USA,269130.46445039904,NA,2022-01-02,NA,NA,2022,1,2,NA
Northern Mariana Islands,US,2022-01-03T02:33:49Z,15.0979,145.6739,3297,17,NA,NA,69,5978.891629189033,17542,NA,0.5156202608431908,580,MNP,31811.25779776585,NA,2022-01-02,NA,NA,2022,1,2,NA
Ohio,US,2022-01-03T02:33:49Z,40.3888,-82.7649,2053721,32133,NA,NA,39,17569.539143304446,26373308,NA,1.5599976822557688,84000039,USA,2.2562308475417267e-5,NA,2022-01-02,NA,NA,2022,1,2,NA
Oklahoma,US,2022-01-03T02:33:49Z,35.5653,-96.9289,708938,12419,NA,NA,40,17916.178814552848,4879519,NA,1.7517751904962071,84000040,USA,123314.4999040933,NA,2022-01-02,NA,NA,2022,1,2,NA
Oregon,US,2022-01-03T02:33:49Z,44.572,-122.0709,421263,5655,NA,NA,41,9987.891611070108,8660884,NA,1.342391807493181,84000041,USA,205344.33512568468,NA,2022-01-02,NA,NA,2022,1,2,NA
Pennsylvania,US,2022-01-03T02:33:49Z,40.5908,-77.2098,2077224,36715,NA,NA,42,16225.79116416988,21553273,NA,1.7675031676891853,84000042,USA,168358.78393583998,NA,2022-01-02,NA,NA,2022,1,2,NA
Puerto Rico,US,2022-01-03T02:33:49Z,18.2208,-66.5901,292662,3310,NA,NA,72,9163.745806580093,3490503,NA,1.1309975329902755,630,PRI,109293.59544151694,NA,2022-01-02,NA,NA,2022,1,2,NA
Rhode Island,US,2022-01-03T02:33:49Z,41.6809,-71.5118,231096,3066,NA,NA,44,21814.65996954768,6604080,NA,1.3267213625506282,84000044,USA,623402.2207727111,NA,2022-01-02,NA,NA,2022,1,2,NA
South Carolina,US,2022-01-03T02:33:49Z,33.8569,-80.945,975320,14636,NA,NA,45,18942.982655474745,10658180,NA,1.5006356887995735,84000045,USA,207006.64282381968,NA,2022-01-02,NA,NA,2022,1,2,NA
South Dakota,US,2022-01-03T02:33:49Z,44.2998,-99.4388,179204,2486,NA,NA,46,20256.844727742555,1137161,NA,1.3872458204057945,84000046,USA,1.2854229708848267e-5,NA,2022-01-02,NA,NA,2022,1,2,NA
Tennessee,US,2022-01-03T02:33:49Z,35.7478,-86.6923,1451400,20784,NA,NA,47,21275.36946635128,11193752,NA,1.4337216056911128,84000047,USA,163910.7745680517,NA,2022-01-02,NA,NA,2022,1,2,NA
Texas,US,2022-01-03T02:33:49Z,31.0545,-97.5635,4730835,75748,NA,NA,48,16315.541507429967,38884870,NA,1.601070424142884,84000048,USA,134104.8061274634,NA,2022-01-02,NA,NA,2022,1,2,NA
Utah,US,2022-01-03T02:33:49Z,40.15,-111.8624,636992,3787,NA,NA,49,19869.00639372069,5051218,NA,0.5945129609163067,84000049,USA,157557.2106683868,NA,2022-01-02,NA,NA,2022,1,2,NA
Vermont,US,2022-01-03T02:33:49Z,44.0459,-72.7107,64447,471,NA,NA,50,10328.22693989798,2846397,NA,0.7308330876534206,84000050,USA,456161.4066914641,NA,2022-01-02,NA,NA,2022,1,2,NA
Virgin Islands,US,2022-01-03T02:33:49Z,18.3358,-64.8963,10106,89,NA,NA,78,9421.262631912592,249281,NA,0.8806649515139521,850,VIR,232390.8341723533,NA,2022-01-02,NA,NA,2022,1,2,NA
Virginia,US,2022-01-03T02:33:49Z,37.7693,-78.17,1118518,15587,NA,NA,51,13104.276377335696,11196374,NA,1.3935403811114349,84000051,USA,131173.90987003836,NA,2022-01-02,NA,NA,2022,1,2,NA
Washington,US,2022-01-03T02:33:49Z,47.4009,-121.4905,849075,9853,NA,NA,53,11150.189503647654,9958651,NA,1.16043930159291,84000053,USA,130778.60713210286,NA,2022-01-02,NA,NA,2022,1,2,NA
West Virginia,US,2022-01-03T02:33:49Z,38.4912,-80.9545,328162,5336,NA,NA,54,18311.10952393972,4938024,NA,1.6260261700014018,84000054,USA,275536.7723741412,NA,2022-01-02,NA,NA,2022,1,2,NA
Wisconsin,US,2022-01-03T02:33:49Z,44.2685,-89.6165,1120663,11173,NA,NA,55,19247.32852274496,13355370,NA,0.996999097855466,84000055,USA,2.2937778255622992e-5,NA,2022-01-02,NA,NA,2022,1,2,NA
Wyoming,US,2022-01-03T02:33:49Z,42.756,-107.3025,115638,1526,NA,NA,56,19980.337238816155,1202206,NA,1.319635413964268,84000056,USA,207721.34860969768,NA,2022-01-02,NA,NA,2022,1,2,NA
Alabama,US,2021-01-04T05:30:45Z,32.3182,-86.9023,371934,4873,202137,164924,1,7585.559182449775,NA,NA,1.3101786876166202,84000001,USA,NA,NA,2021-01-03,NA,NA,2021,1,3,NA
Alaska,US,2021-01-04T05:30:45Z,61.3707,-152.4044,48118,215,7165,40738,2,6577.585794448735,1293837,NA,0.4468182384970281,84000002,USA,176863.6242473122,NA,2021-01-03,NA,NA,2021,1,3,NA
American Samoa,US,2021-01-04T05:30:45Z,-14.271,-170.132,0,0,NA,NA,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,2021-01-03,NA,NA,2021,1,3,NA
Arizona,US,2021-01-04T05:30:45Z,33.7298,-111.4312,556384,9061,78690,468633,4,7643.984509907446,5257472,NA,1.6285515039972394,84000004,USA,40154.97511443294,NA,2021-01-03,NA,NA,2021,1,3,NA
Arkansas,US,2021-01-04T05:30:45Z,34.9697,-92.3731,233475,3749,203701,26025,5,7736.585941300363,2079788,NA,1.605739372523825,84000005,USA,68917.26566735281,NA,2021-01-03,NA,NA,2021,1,3,NA
California,US,2021-01-04T05:30:45Z,36.1162,-119.6816,2512639,26617,NA,NA,6,6361.120203234325,33812786,NA,1.0549370976597623,84000006,USA,85575.50912789695,NA,2021-01-03,NA,NA,2021,1,3,NA
Colorado,US,2021-01-04T05:30:45Z,39.0598,-105.3111,366506,5464,18305,318011,8,5925.779546067053,4502496,NA,1.4458608058608058,84000008,USA,78185.49070490469,NA,2021-01-03,NA,NA,2021,1,3,NA
Connecticut,US,2021-01-04T05:30:45Z,41.5978,-72.7554,190120,6099,9800,174221,9,5332.530031944132,4383361,NA,3.20797391121397,84000009,USA,122945.5300512974,NA,2021-01-03,NA,NA,2021,1,3,NA
Delaware,US,2021-01-04T05:30:45Z,39.3185,-75.5071,59484,1080,18851,39553,10,6108.666987072843,1037092,NA,1.8156142828323585,84000010,USA,1.0650342382753931e-5,NA,2021-01-03,NA,NA,2021,1,3,NA
Diamond Princess,US,2021-01-04T05:30:45Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,2021-01-03,NA,NA,2021,1,3,NA
District of Columbia,US,2021-01-04T05:30:45Z,38.8974,-77.0268,29764,794,21072,7898,11,4217.363396901731,918000,NA,2.667652197285311,84000011,USA,130074.5732547974,NA,2021-01-03,NA,NA,2021,1,3,NA
Florida,US,2021-01-04T05:30:45Z,27.7663,-81.6868,1365436,21987,NA,NA,12,6357.448179945587,17513696,NA,1.6102548929426206,84000012,USA,81543.48849694918,NA,2021-01-03,NA,NA,2021,1,3,NA
Georgia,US,2021-01-04T05:30:45Z,33.0406,-83.6431,690900,10964,NA,NA,13,6507.228731491625,5462241,NA,1.586915617310754,84000013,USA,51446.014725042034,NA,2021-01-03,NA,NA,2021,1,3,NA
Grand Princess,US,2021-01-04T05:30:45Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA,2021-01-03,NA,NA,2021,1,3,NA
