"date","location","administered","admin_per_100k","series_complete_pop_pct","additional_doses_vax_pct","second_booster","administered_bivalent"
2022-08-10,"MT","1664501","155739","57.7","49.5",NA,NA
2022-08-10,"VI","149245","140413","54.2","31.7",NA,NA
2022-08-10,"VA","17297780","202656","74.4","50.8",NA,NA
2022-08-10,"DE","1917073","196872","70.7","48.2",NA,NA
2022-08-10,"OK","6165367","155810","58.4","39.3",NA,NA
2022-08-10,"WY","773812","133702","51.7","45",NA,NA
2022-08-10,"ID","2573738","144020","55","45.6",NA,NA
2022-08-10,"US","606162842","182574","67.3","48.3","22299699",NA
2022-08-10,"WA","15304479","200981","73.5","55.4",NA,NA
2022-08-10,"IA","5378641","170476","62.8","54.8",NA,NA
2022-08-10,"NM","4166200","198690","72.5","52.2",NA,NA
2022-08-10,"CA","79319740","200747","73.3","55.5",NA,NA
2022-08-10,"MO","9396090","153095","57.1","44.5",NA,NA
2022-08-10,"MP","111890","215791","84","51.1",NA,NA
2022-08-10,"KY","6815222","152545","58.3","46.1",NA,NA
2022-08-10,"PA","24327061","190026","70.2","44.4",NA,NA
2022-08-10,"AL","6525635","133090","52","37.7",NA,NA
2022-08-10,"KS","4777549","163990","63.1","46.1",NA,NA
2022-08-10,"AS","113181","238819","89","57.3",NA,NA
2022-08-03,"SC","7864789","152752","58","42.3",NA,NA
2022-08-03,"HI","3132647","221252","79.4","57",NA,NA
2022-08-03,"UT","5442431","169760","65.1","46.7",NA,NA
2022-08-03,"PA","24259254","189496","70.1","44.3",NA,NA
2022-08-03,"MA","15643667","226966","80.5","53.3",NA,NA
2022-08-03,"VI","149150","140324","54","31.8",NA,NA
2022-08-03,"MP","111653","215334","83.9","50.9",NA,NA
2022-08-03,"US","604235972","181994","67.2","48.2","21760521",NA
2022-08-03,"TN","10377508","151958","55.2","46.1",NA,NA
2022-08-03,"RI","2332401","220171","84.3","55.7",NA,NA
2022-08-03,"VA","17252267","202123","74.3","50.7",NA,NA
2022-08-03,"SD","1493218","168790","63.2","43.8",NA,NA
2022-08-03,"VT","1490952","238939","82.4","62.9",NA,NA
2022-08-03,"AK","1193878","163200","63","46.7",NA,NA
2022-08-03,"AR","4423901","146593","55.3","41.6",NA,NA
2022-08-03,"AS","112960","238352","88.9","57.2",NA,NA
2022-08-03,"MD","12814246","211957","76.9","54",NA,NA
2022-08-03,"ND","1147606","150592","56.3","44.9",NA,NA
2022-08-03,"FL","39035508","181749","67.9","42.2",NA,NA
2022-08-03,"GU","370542","219921","83.6","50.5",NA,NA
2022-08-03,"BP2","328235","0","0","37.2",NA,NA
2022-08-03,"IL","23644004","186587","69.3","54.3",NA,NA
2022-08-03,"OH","18674081","159756","59.1","54.2",NA,NA
2022-08-03,"IH2","2333735","112047","42.6","33.7",NA,NA
2022-08-03,"AZ","12824074","176186","62.8","44.7",NA,NA
2022-08-03,"MT","1658980","155222","57.6","49.5",NA,NA
2022-08-03,"IN","10217358","151768","56.6","48.4",NA,NA
2022-08-03,"IA","5357159","169795","62.7","54.6",NA,NA
2022-08-03,"KY","6796916","152135","58.2","46",NA,NA
2022-08-03,"CA","79117100","200234","73.2","55.4",NA,NA
2022-08-03,"WA","15260662","200405","73.4","55.3",NA,NA
2022-08-03,"MS","4030850","135438","52.7","39.5",NA,NA
2022-08-03,"DC","1644188","232971","77.7","43.6",NA,NA
2022-08-03,"WV","2837891","158351","58.4","47.5",NA,NA
2022-08-03,"CO","11341872","196951","71.2","54.8",NA,NA
2022-08-03,"MO","9369450","152661","57","44.5",NA,NA
2022-08-03,"MH","80518","103572","40.4","37.6",NA,NA
2022-08-03,"AL","6509742","132766","51.9","37.6",NA,NA
2022-08-03,"VA2","7709452","0","0","40.2",NA,NA
2022-08-03,"ME","3023515","224928","80.9","58",NA,NA
2022-08-03,"CT","7979336","223806","80.5","53.3",NA,NA
2022-08-03,"GA","15496475","145953","55.7","40.2",NA,NA
2022-08-03,"WY","772940","133551","51.7","45",NA,NA
2022-08-03,"MI","16476735","164984","60.8","55.7",NA,NA
2022-08-03,"NH","2697251","198369","72","48.1",NA,NA
2022-08-03,"DE","1911044","196253","70.5","48",NA,NA
2022-08-03,"NJ","17969587","202310","76.8","49.6",NA,NA
2022-08-03,"PR","7430181","232652","83.8","60.2",NA,NA
2022-08-03,"TX","47753595","164691","61.4","37.1",NA,NA
2022-08-03,"OR","8211432","194688","70.5","55.8",NA,NA
2022-08-03,"NC","17507850","166931","63.1","28.4",NA,NA
2022-08-03,"PW","49270","228822","85","65.5",NA,NA
2022-08-03,"NY","40801475","209738","78.2","47",NA,NA
2022-08-03,"OK","6147940","155370","58.3","39.2",NA,NA
2022-08-03,"DD2","8498353","0","0","24.9",NA,NA
2022-08-03,"NM","4154441","198130","72.4","52",NA,NA
2022-08-03,"LA","6490846","139624","54.1","41.4",NA,NA
2022-08-03,"ID","2566632","143623","54.9","45.5",NA,NA
2022-08-03,"KS","4759954","163386","63","46",NA,NA
2022-08-03,"FM","152171","148721","60.9","39.7",NA,NA
2022-08-03,"NV","5100859","165604","61.7","40.6",NA,NA
2022-08-03,"MN","10943083","194039","70","59.8",NA,NA
2022-08-03,"WI","10824589","185912","66.4","58.1",NA,NA
2022-08-03,"NE","3361937","173797","64.4","52.9",NA,NA
2022-07-27,"OH","18608282","159193","59","54.1",NA,NA
2022-07-27,"MS","4008696","134694","52.6","39.3",NA,NA
2022-07-27,"AK","1189864","162651","63","46.5",NA,NA
2022-07-27,"ME","3015768","224352","80.9","57.9",NA,NA
2022-07-27,"RI","2325807","219548","84.2","55.7",NA,NA
2022-07-27,"AL","6488750","132337","51.9","37.4",NA,NA
2022-07-27,"TX","48879390","168574","62.6","40.6",NA,NA
2022-07-27,"AZ","12777222","175542","62.7","44.5",NA,NA
2022-07-27,"MA","15599614","226327","80.4","53.2",NA,NA
2022-07-27,"KY","6773854","151619","58.1","45.9",NA,NA
2022-07-27,"AR","4396290","145678","55.3","41.4",NA,NA
2022-07-27,"WV","2828445","157824","58.3","47.2",NA,NA
2022-07-27,"WY","770927","133203","51.6","44.9",NA,NA
2022-07-27,"NV","5085572","165108","61.7","40.5",NA,NA
2022-07-27,"IN","10192744","151402","56.6","48.3",NA,NA
2022-07-27,"VA2","7691688","0","0","40.2",NA,NA
2022-07-27,"BP2","328217","0","0","37.2",NA,NA
2022-07-27,"SC","7834417","152163","57.9","42.1",NA,NA
2022-07-27,"NH","2687052","197619","71.9","47.9",NA,NA
2022-07-27,"IL","23566250","185974","69.3","54.1",NA,NA
2022-07-27,"AS","112529","237443","88.8","56.9",NA,NA
2022-07-27,"DD2","8455104","0","0","24.7",NA,NA
2022-07-27,"PA","24179583","188874","70","44.2",NA,NA
2022-07-27,"NE","3348454","173100","64.4","52.7",NA,NA
2022-07-27,"CT","7958343","223217","80.4","53.3",NA,NA
2022-07-27,"WI","10787277","185271","66.3","57.9",NA,NA
2022-07-27,"CO","11298152","196192","71.1","54.7",NA,NA
2022-07-27,"SD","1487132","168102","63.1","43.6",NA,NA
2022-07-27,"FM","146799","143470","60","37.2",NA,NA
2022-07-27,"MD","12765626","211153","76.8","53.9",NA,NA
2022-07-27,"VA","17195731","201461","74.2","50.6",NA,NA
2022-07-27,"GU","370056","219632","83.6","50.4",NA,NA
2022-07-27,"LA","6472888","139238","54.1","41.3",NA,NA
2022-07-27,"WA","15213278","199783","73.3","55.2",NA,NA
2022-07-27,"US","603693871","181831","67.2","48.3","21078117",NA
2022-07-27,"HI","3122599","220542","79.4","56.8",NA,NA
2022-07-27,"KS","4739858","162696","62.9","45.8",NA,NA
2022-07-27,"PW","49199","228492","85","65.5",NA,NA
2022-07-27,"MH","80518","103572","40.4","37.6",NA,NA
2022-07-27,"GA","15464708","145654","55.6","40.1",NA,NA
